ID,TARGET
0,241
1,286
2,159
3,281
4,589
5,498
6,359
7,226
8,315
9,442
10,554
11,605
12,467
13,121
14,244
15,1357
16,452
17,250
18,417
19,245
20,287
21,324
22,295
23,113
24,380
25,502
26,281
27,195
28,267
29,310
30,626
31,522
32,398
33,175
34,229
35,233
36,334
37,406
38,547
39,169
40,501
41,433
42,722
43,332
44,597
45,167
46,424
47,357
48,274
49,317
50,311
51,223
52,311
53,212
54,196
55,316
56,1543
57,141
58,633
59,303
60,485
61,437
62,502
63,127
64,399
65,164
66,514
67,220
68,238
69,380
70,261
71,1295
72,179
73,625
74,270
75,410
76,480
77,236
78,652
79,139
80,359
81,403
82,460
83,436
84,160
85,435
86,151
87,453
88,628
89,151
90,217
91,693
92,740
93,223
94,2289
95,173
96,278
97,329
98,352
99,165
100,649
101,270
102,177
103,216
104,268
105,327
106,342
107,519
108,254
109,467
110,101
111,254
112,314
113,269
114,294
115,195
116,288
117,388
118,164
119,214
120,455
121,347
122,198
123,304
124,350
125,204
126,266
127,434
128,334
129,232
130,291
131,366
132,251
133,493
134,123
135,209
136,617
137,632
138,196
139,184
140,733
141,592
142,117
143,529
144,209
145,382
146,416
147,350
148,269
149,783
150,296
151,508
152,385
153,193
154,286
155,508
156,323
157,181
158,229
159,308
160,285
161,331
162,280
163,444
164,239
165,296
166,238
167,235
168,228
169,400
170,557
171,288
172,317
173,297
174,302
175,255
176,247
177,221
178,383
179,235
180,281
181,466
182,177
183,154
184,330
185,252
186,516
187,464
188,294
189,610
190,390
191,342
192,138
193,321
194,151
195,200
196,159
197,539
198,425
199,584
200,190
201,185
202,370
203,183
204,1035
205,471
206,413
207,1367
208,593
209,220
210,139
211,188
212,471
213,362
214,234
215,258
216,274
217,172
218,575
219,181
220,714
221,322
222,632
223,791
224,189
225,378
226,99
227,226
228,229
229,270
230,344
231,222
232,532
233,391
234,275
235,225
236,167
237,356
238,196
239,288
240,247
241,469
242,442
243,224
244,280
245,334
246,366
247,357
248,178
249,165
250,186
251,237
252,635
253,409
254,1045
255,143
256,206
257,451
258,198
259,338
260,266
261,237
262,342
263,229
264,216
265,226
266,616
267,371
268,210
269,271
270,539
271,286
272,266
273,138
274,563
275,284
276,277
277,270
278,356
279,227
280,309
281,400
282,355
283,459
284,379
285,375
286,436
287,284
288,208
289,787
290,417
291,229
292,422
293,526
294,169
295,363
296,163
297,553
298,399
299,200
300,386
301,645
302,166
303,230
304,282
305,1920
306,183
307,289
308,283
309,418
310,395
311,134
312,175
313,521
314,218
315,698
316,201
317,828
318,358
319,116
320,218
321,304
322,369
323,370
324,341
325,210
326,566
327,138
328,437
329,174
330,430
331,293
332,635
333,575
334,169
335,390
336,735
337,503
338,279
339,164
340,290
341,686
342,200
343,245
344,160
345,271
346,251
347,734
348,344
349,382
350,306
351,228
352,248
353,395
354,519
355,456
356,451
357,250
358,675
359,390
360,336
361,217
362,334
363,477
364,162
365,270
366,219
367,753
368,365
369,463
370,499
371,362
372,348
373,152
374,499
375,193
376,446
377,298
378,303
379,271
380,224
381,115
382,196
383,784
384,188
385,475
386,727
387,407
388,238
389,742
390,202
391,332
392,183
393,450
394,333
395,360
396,458
397,217
398,238
399,236
400,200
401,664
402,448
403,229
404,280
405,229
406,112
407,321
408,874
409,244
410,300
411,270
412,337
413,400
414,366
415,315
416,916
417,258
418,240
419,522
420,352
421,231
422,448
423,451
424,271
425,142
426,397
427,247
428,308
429,208
430,288
431,221
432,320
433,405
434,273
435,293
436,163
437,208
438,185
439,350
440,657
441,237
442,427
443,312
444,237
445,162
446,419
447,224
448,275
449,313
450,568
451,246
452,258
453,230
454,444
455,953
456,550
457,720
458,358
459,600
460,455
461,329
462,1423
463,186
464,215
465,238
466,332
467,261
468,210
469,229
470,222
471,385
472,214
473,242
474,459
475,335
476,233
477,163
478,232
479,203
480,236
481,598
482,438
483,196
484,307
485,533
486,353
487,504
488,185
489,115
490,498
491,540
492,383
493,128
494,198
495,415
496,409
497,260
498,359
499,263
500,401
501,1108
502,379
503,185
504,1024
505,211
506,210
507,217
508,277
509,265
510,182
511,415
512,368
513,208
514,168
515,99
516,201
517,395
518,220
519,142
520,207
521,445
522,637
523,130
524,180
525,332
526,425
527,170
528,451
529,136
530,499
531,391
532,328
533,735
534,292
535,236
536,334
537,429
538,1232
539,174
540,313
541,303
542,231
543,447
544,152
545,207
546,252
547,410
548,131
549,588
550,223
551,213
552,512
553,499
554,220
555,987
556,258
557,711
558,720
559,374
560,396
561,109
562,554
563,500
564,241
565,481
566,330
567,217
568,327
569,218
570,580
571,1106
572,401
573,323
574,221
575,509
576,286
577,330
578,171
579,150
580,305
581,305
582,189
583,430
584,321
585,525
586,391
587,108
588,171
589,246
590,160
591,234
592,248
593,402
594,249
595,336
596,887
597,589
598,269
599,256
600,752
601,590
602,355
603,700
604,521
605,1507
606,241
607,1038
608,157
609,407
610,504
611,384
612,399
613,163
614,225
615,128
616,254
617,382
618,615
619,345
620,158
621,560
622,449
623,861
624,251
625,246
626,235
627,326
628,143
629,345
630,450
631,196
632,349
633,365
634,258
635,170
636,384
637,253
638,474
639,459
640,1093
641,348
642,190
643,184
644,403
645,528
646,428
647,153
648,297
649,179
650,154
651,262
652,479
653,481
654,331
655,338
656,255
657,190
658,315
659,708
660,650
661,474
662,431
663,907
664,608
665,170
666,412
667,172
668,328
669,562
670,744
671,198
672,344
673,151
674,264
675,473
676,1067
677,187
678,131
679,602
680,193
681,625
682,247
683,421
684,257
685,345
686,405
687,231
688,238
689,323
690,341
691,346
692,302
693,786
694,775
695,167
696,308
697,150
698,471
699,276
700,265
701,145
702,267
703,438
704,284
705,322
706,356
707,273
708,362
709,190
710,276
711,465
712,326
713,265
714,199
715,693
716,223
717,223
718,229
719,176
720,318
721,633
722,295
723,245
724,259
725,201
726,200
727,208
728,221
729,351
730,497
731,465
732,218
733,388
734,151
735,259
736,221
737,340
738,304
739,111
740,191
741,581
742,436
743,572
744,450
745,231
746,284
747,349
748,249
749,542
750,1608
751,399
752,348
753,595
754,289
755,337
756,851
757,370
758,445
759,164
760,286
761,203
762,285
763,244
764,351
765,302
766,218
767,274
768,324
769,197
770,268
771,373
772,203
773,650
774,677
775,291
776,294
777,337
778,176
779,341
780,109
781,362
782,507
783,347
784,129
785,356
786,490
787,793
788,341
789,206
790,378
791,260
792,424
793,275
794,325
795,172
796,363
797,229
798,425
799,750
800,233
801,473
802,431
803,1152
804,332
805,301
806,1158
807,665
808,160
809,823
810,396
811,203
812,290
813,179
814,186
815,222
816,627
817,143
818,261
819,738
820,177
821,341
822,203
823,401
824,360
825,215
826,408
827,172
828,541
829,524
830,589
831,281
832,299
833,191
834,355
835,490
836,189
837,519
838,337
839,312
840,194
841,305
842,187
843,333
844,311
845,266
846,337
847,311
848,388
849,316
850,757
851,407
852,469
853,200
854,208
855,751
856,705
857,412
858,265
859,397
860,242
861,619
862,573
863,275
864,309
865,385
866,351
867,352
868,391
869,541
870,392
871,385
872,165
873,121
874,323
875,118
876,249
877,223
878,477
879,288
880,300
881,288
882,234
883,336
884,306
885,376
886,186
887,232
888,210
889,221
890,248
891,329
892,220
893,193
894,533
895,332
896,456
897,284
898,237
899,418
900,271
901,381
902,311
903,217
904,233
905,372
906,169
907,752
908,250
909,350
910,136
911,628
912,224
913,303
914,404
915,386
916,179
917,155
918,845
919,264
920,175
921,481
922,151
923,269
924,256
925,193
926,534
927,222
928,225
929,442
930,260
931,254
932,900
933,235
934,204
935,536
936,556
937,215
938,320
939,293
940,207
941,227
942,235
943,195
944,219
945,783
946,111
947,815
948,619
949,494
950,371
951,1229
952,216
953,482
954,364
955,366
956,186
957,306
958,214
959,240
960,288
961,384
962,203
963,599
964,205
965,352
966,442
967,409
968,277
969,623
970,224
971,157
972,322
973,254
974,317
975,249
976,327
977,386
978,436
979,153
980,427
981,327
982,669
983,109
984,623
985,429
986,482
987,265
988,229
989,433
990,306
991,188
992,207
993,204
994,244
995,347
996,149
997,311
998,240
999,412
1000,216
1001,478
1002,213
1003,193
1004,321
1005,337
1006,261
1007,863
1008,346
1009,302
1010,405
1011,754
1012,314
1013,304
1014,254
1015,239
1016,668
1017,309
1018,449
1019,1512
1020,396
1021,112
1022,118
1023,1113
1024,138
1025,263
1026,122
1027,177
1028,522
1029,282
1030,457
1031,520
1032,589
1033,132
1034,189
1035,339
1036,215
1037,904
1038,268
1039,338
1040,304
1041,791
1042,240
1043,466
1044,382
1045,224
1046,545
1047,217
1048,225
1049,286
1050,209
1051,236
1052,168
1053,361
1054,145
1055,227
1056,221
1057,490
1058,535
1059,157
1060,368
1061,306
1062,363
1063,210
1064,299
1065,325
1066,293
1067,416
1068,199
1069,359
1070,187
1071,230
1072,384
1073,303
1074,445
1075,511
1076,252
1077,226
1078,486
1079,228
1080,362
1081,222
1082,313
1083,353
1084,392
1085,390
1086,153
1087,164
1088,361
1089,274
1090,136
1091,101
1092,243
1093,286
1094,179
1095,211
1096,323
1097,341
1098,294
1099,194
1100,233
1101,314
1102,139
1103,152
1104,485
1105,200
1106,1376
1107,234
1108,639
1109,259
1110,210
1111,215
1112,206
1113,172
1114,937
1115,1226
1116,170
1117,272
1118,187
1119,263
1120,680
1121,560
