ID,TARGET
0,224
1,329
2,151
3,282
4,536
5,444
6,361
7,189
8,269
9,378
10,571
11,648
12,441
13,120
14,284
15,1344
16,515
17,213
18,492
19,257
20,318
21,304
22,301
23,105
24,375
25,442
26,261
27,195
28,233
29,299
30,677
31,544
32,429
33,161
34,209
35,268
36,293
37,409
38,572
39,143
40,515
41,429
42,778
43,297
44,653
45,168
46,448
47,364
48,251
49,281
50,273
51,202
52,286
53,170
54,197
55,302
56,1482
57,186
58,679
59,248
60,491
61,421
62,456
63,119
64,379
65,136
66,494
67,192
68,257
69,362
70,219
71,1241
72,173
73,623
74,245
75,350
76,468
77,197
78,637
79,141
80,321
81,389
82,418
83,456
84,186
85,406
86,128
87,421
88,623
89,162
90,216
91,779
92,684
93,180
94,2691
95,210
96,256
97,289
98,344
99,156
100,600
101,241
102,179
103,185
104,237
105,314
106,293
107,499
108,267
109,456
110,104
111,258
112,293
113,248
114,301
115,158
116,269
117,366
118,144
119,182
120,485
121,353
122,165
123,277
124,380
125,210
126,257
127,409
128,347
129,238
130,261
131,326
132,256
133,478
134,117
135,198
136,664
137,591
138,208
139,193
140,702
141,580
142,106
143,555
144,194
145,389
146,373
147,483
148,271
149,1067
150,298
151,482
152,364
153,170
154,268
155,526
156,339
157,156
158,218
159,318
160,294
161,350
162,266
163,433
164,240
165,272
166,184
167,238
168,226
169,361
170,541
171,298
172,327
173,299
174,247
175,220
176,234
177,200
178,403
179,226
180,220
181,483
182,152
183,130
184,309
185,257
186,477
187,422
188,238
189,584
190,382
191,318
192,109
193,329
194,140
195,193
196,142
197,568
198,435
199,556
200,171
201,160
202,373
203,161
204,1054
205,404
206,398
207,1393
208,610
209,187
210,138
211,144
212,427
213,344
214,208
215,240
216,264
217,162
218,541
219,153
220,740
221,296
222,653
223,802
224,165
225,349
226,100
227,208
228,219
229,243
230,345
231,202
232,515
233,349
234,283
235,223
236,157
237,364
238,201
239,277
240,229
241,503
242,446
243,228
244,247
245,321
246,328
247,346
248,147
249,123
250,175
251,234
252,740
253,440
254,1037
255,123
256,213
257,461
258,183
259,340
260,215
261,231
262,375
263,209
264,191
265,198
266,634
267,457
268,215
269,232
270,502
271,303
272,286
273,99
274,569
275,276
276,273
277,264
278,342
279,236
280,288
281,420
282,345
283,454
284,386
285,361
286,450
287,278
288,179
289,892
290,455
291,218
292,440
293,466
294,166
295,331
296,125
297,567
298,382
299,220
300,394
301,669
302,132
303,216
304,282
305,1921
306,162
307,277
308,292
309,425
310,418
311,121
312,144
313,570
314,220
315,688
316,205
317,895
318,349
319,102
320,201
321,321
322,341
323,379
324,325
325,230
326,552
327,126
328,461
329,165
330,411
331,276
332,608
333,521
334,179
