ID,TARGET
0,231
1,324
2,147
3,263
4,510
5,472
6,362
7,214
8,272
9,404
10,549
11,615
12,442
13,107
14,253
15,1383
16,470
17,244
18,415
19,261
20,293
21,317
22,295
23,107
24,385
25,456
26,265
27,189
28,234
29,300
30,626
31,514
32,427
33,162
34,209
35,260
36,359
37,396
38,557
39,142
40,473
41,420
42,739
43,286
44,630
45,164
46,442
47,338
48,261
49,293
50,156
51,215
52,283
53,190
54,174
55,314
56,1537
57,166
58,648
59,280
60,489
61,419
62,478
63,110
64,390
65,135
66,460
67,211
68,257
69,349
70,249
71,1242
72,152
73,598
74,234
75,363
76,493
77,210
78,613
79,124
80,326
81,409
82,255
83,405
84,139
85,417
86,115
87,426
88,580
89,164
90,208
91,771
92,702
93,209
94,2604
95,162
96,259
97,297
98,323
99,138
100,601
101,264
102,166
103,202
104,256
105,291
106,291
107,481
108,262
109,438
110,107
111,263
112,290
113,250
114,311
115,172
116,266
117,374
118,142
119,177
120,493
121,338
122,173
123,301
124,374
125,189
126,271
127,408
128,342
129,259
130,264
131,372
132,275
133,436
134,122
135,197
136,609
137,597
138,205
139,190
140,686
141,568
142,107
143,555
144,204
145,372
146,391
147,464
148,300
149,1016
150,270
151,502
152,350
153,152
154,285
155,475
156,302
157,154
158,219
159,281
160,270
161,336
162,260
163,431
164,242
165,305
166,209
167,240
168,227
169,374
170,519
171,288
172,310
173,290
174,274
175,250
176,225
177,203
178,375
179,221
180,241
181,465
182,161
183,121
184,338
185,262
186,493
187,424
188,279
189,584
190,365
191,309
192,108
193,316
194,133
195,190
196,151
197,542
198,445
199,542
200,175
201,179
202,337
203,167
204,1066
205,398
206,415
207,1378
208,566
209,190
210,130
211,157
212,445
213,346
214,221
215,246
216,261
217,159
218,574
219,162
220,694
221,274
222,598
223,752
224,167
225,334
226,107
227,209
228,219
229,251
230,320
231,234
232,476
233,341
234,267
235,203
236,143
237,341
238,180
239,286
240,257
241,497
242,423
243,226
244,274
245,316
246,329
247,329
248,155
249,150
250,155
251,219
252,696
253,431
254,1083
255,112
256,207
257,431
258,183
259,321
260,247
261,236
262,337
263,215
264,210
265,216
266,622
267,425
268,213
269,253
270,550
271,315
272,286
273,107
274,540
275,285
276,264
277,252
278,333
279,247
280,292
281,388
282,336
283,425
284,410
285,355
286,415
287,307
288,189
289,832
290,415
291,221
292,421
293,470
294,155
295,324
296,152
297,536
298,391
299,233
300,376
301,665
302,149
303,217
304,262
305,2050
306,154
307,292
308,268
309,431
310,417
311,135
312,153
313,515
314,213
315,659
316,247
317,922
318,318
319,107
320,228
321,325
322,339
323,342
324,316
325,218
326,541
327,117
328,456
329,157
330,414
331,282
332,589
333,544
334,150
335,378
336,783
337,510
338,282
339,121
340,305
341,642
342,196
343,235
344,146
345,240
346,247
347,695
348,324
349,338
350,296
351,209
352,269
353,398
354,486
355,443
356,400
357,236
358,644
359,384
360,317
361,202
362,325
363,444
364,145
365,280
366,107
367,726
368,323
369,439
370,437
371,357
372,324
373,109
374,515
375,179
376,416
377,280
378,271
379,246
380,210
381,107
382,209
383,743
384,168
385,541
386,674
387,378
388,219
389,726
390,211
391,396
392,200
393,439
394,322
395,210
396,414
397,200
398,268
399,257
400,200
401,672
402,433
403,226
404,274
405,257
406,107
407,345
408,900
409,232
410,253
411,247
412,346
413,386
414,360
415,280
416,902
417,240
418,249
419,502
420,337
421,214
422,434
423,469
424,243
425,154
426,399
427,274
428,282
429,204
430,250
431,204
432,296
433,365
434,258
435,274
436,179
437,184
438,165
439,303
440,634
441,232
442,407
443,308
444,210
445,129
446,411
447,192
448,269
449,311
450,516
451,265
452,247
453,222
454,445
455,933
456,502
457,668
458,350
459,607
460,445
461,309
462,1343
463,171
464,200
465,263
466,322
467,267
468,183
469,204
470,213
471,413
472,228
473,243
474,461
475,296
476,213
477,139
478,288
479,210
480,246
481,562
482,389
483,175
484,279
485,506
486,316
487,492
488,171
489,107
490,486
491,511
492,379
493,133
494,170
495,442
496,379
497,300
498,357
499,277
500,336
501,1289
502,363
503,169
504,1047
505,223
506,199
507,223
508,292
509,239
510,160
511,438
512,360
513,203
514,179
515,107
516,216
517,355
518,269
519,113
520,204
521,462
522,596
523,107
524,150
525,340
526,444
527,166
528,412
529,107
530,482
531,345
532,284
533,721
534,269
535,263
536,286
537,461
538,1248
539,157
540,324
541,305
542,211
543,483
544,109
545,207
546,240
547,352
548,107
549,695
550,210
551,181
552,493
553,527
554,210
555,968
556,244
557,636
558,742
559,392
560,464
561,107
562,522
563,480
564,210
565,426
566,303
567,220
568,305
569,218
570,705
571,257
572,390
573,277
574,218
575,461
576,302
577,281
578,138
579,113
580,301
581,279
582,182
583,397
584,296
585,469
586,399
587,107
588,168
589,262
590,158
591,257
592,268
593,392
594,246
595,327
596,827
597,534
598,268
599,250
600,741
601,638
602,353
603,865
604,496
605,1759
606,249
607,1033
608,133
609,405
610,463
611,352
612,398
613,158
614,220
615,115
616,269
617,381
618,561
619,322
620,126
621,567
622,465
623,817
624,252
625,247
626,222
627,344
628,120
629,323
630,421
631,207
632,329
633,336
634,237
635,198
636,341
637,270
638,449
639,417
640,1064
641,334
642,189
643,164
644,354
645,467
646,432
647,122
648,256
649,164
650,137
651,136
652,424
653,515
654,297
655,323
656,222
657,192
658,358
659,695
660,600
661,441
662,405
663,901
664,626
665,142
666,365
667,130
668,309
669,571
670,727
671,188
672,334
673,119
674,245
675,432
676,1101
677,195
678,115
679,581
680,175
681,619
682,297
683,376
684,248
685,328
686,402
687,243
688,229
689,303
690,343
691,323
692,265
693,758
694,734
695,131
696,276
697,138
698,459
699,266
700,242
701,171
702,267
703,410
704,261
705,312
706,338
707,255
708,362
709,177
710,285
711,445
712,318
713,242
714,188
715,666
716,218
717,201
718,220
719,159
720,284
721,633
722,284
723,242
724,247
725,193
726,221
727,191
728,201
729,326
730,472
731,431
732,213
733,350
734,135
735,263
736,200
737,307
738,329
739,107
740,165
741,581
742,402
743,520
744,467
745,245
746,266
747,307
748,207
749,516
750,1683
751,360
752,340
753,550
754,276
755,395
756,812
757,321
758,448
759,145
760,256
761,247
762,297
763,217
764,325
765,265
766,204
767,247
768,301
769,168
770,256
771,352
772,185
773,594
774,616
775,287
776,280
777,303
778,171
779,343
780,107
781,341
782,463
783,358
784,107
785,357
786,486
787,764
788,331
789,190
790,344
791,273
792,391
793,271
794,314
795,185
796,346
797,203
798,436
799,783
800,242
801,464
802,388
803,1197
804,300
805,294
806,1274
807,749
808,142
809,945
810,453
811,187
812,279
813,165
814,188
815,207
816,594
817,131
818,246
819,682
820,136
821,337
822,198
823,370
824,356
825,180
826,441
827,144
828,532
829,548
830,597
831,258
832,321
833,185
834,344
835,477
836,218
837,593
838,298
839,302
840,187
841,276
842,183
843,311
844,278
845,251
846,297
847,291
848,363
849,331
850,724
851,414
852,448
853,107
854,213
855,830
856,729
857,398
858,241
859,383
860,227
861,612
862,565
863,272
864,275
865,328
866,336
867,328
868,381
869,511
870,380
871,387
872,158
873,125
874,356
875,107
876,233
877,190
878,492
879,251
880,272
881,267
882,218
883,306
884,274
885,340
886,158
887,236
888,207
889,223
890,239
891,324
892,200
893,195
894,545
895,344
896,414
897,271
898,203
899,403
900,292
901,397
902,288
903,184
904,211
905,376
906,153
907,703
908,230
909,372
910,107
911,558
912,241
913,279
914,407
915,397
916,195
917,152
918,796
919,242
920,163
921,478
922,146
923,257
924,260
925,192
926,494
927,205
928,224
929,416
930,241
931,259
932,881
933,214
934,208
935,498
936,535
937,205
938,329
939,278
940,188
941,227
942,237
943,208
944,227
945,721
946,123
947,835
948,917
949,516
950,367
951,1137
952,234
953,483
954,339
955,329
956,183
957,271
958,207
959,247
960,273
961,410
962,195
963,606
964,202
965,338
966,457
967,387
968,257
969,579
970,210
971,133
972,307
973,260
974,273
975,227
976,351
977,362
978,443
979,263
980,390
981,309
982,599
983,107
984,610
985,441
986,448
987,243
988,252
989,420
990,286
991,168
992,182
993,199
994,231
995,307
996,115
997,243
998,240
999,446
1000,181
1001,460
1002,191
1003,188
1004,320
1005,281
1006,256
1007,844
1008,303
1009,316
1010,407
1011,716
1012,281
1013,293
1014,197
1015,226
1016,626
1017,293
1018,409
1019,1610
1020,373
1021,107
1022,113
1023,1047
1024,126
1025,243
1026,107
1027,156
1028,499
1029,288
1030,416
1031,517
1032,548
1033,107
1034,153
1035,307
1036,204
1037,902
1038,273
1039,338
1040,270
1041,705
1042,201
1043,467
1044,377
1045,325
1046,504
1047,193
1048,279
1049,270
1050,199
1051,219
1052,141
1053,338
1054,185
1055,208
1056,194
1057,445
1058,490
1059,135
1060,333
1061,305
1062,324
1063,197
1064,399
1065,290
1066,298
1067,409
1068,196
1069,331
1070,177
1071,204
1072,406
1073,281
1074,857
1075,453
1076,221
1077,218
1078,438
1079,226
1080,311
1081,208
1082,261
1083,337
1084,402
1085,350
1086,107
1087,155
1088,379
1089,275
1090,115
1091,107
1092,236
1093,266
1094,176
1095,209
1096,349
1097,302
1098,298
1099,412
1100,212
1101,310
1102,125
1103,124
1104,466
1105,188
1106,1430
1107,255
1108,568
1109,240
1110,215
1111,232
1112,195
1113,139
1114,957
1115,1126
1116,150
1117,251
1118,174
1119,282
1120,651
1121,550
1122,138
1123,267
1124,496
1125,339
1126,657
1127,806
1128,314
1129,272
1130,205
1131,384
1132,237
1133,148
1134,631
1135,254
1136,237
1137,273
1138,223
1139,621
1140,299
1141,297
1142,273
1143,405
1144,208
1145,317
1146,541
1147,271
1148,153
1149,164
1150,526
1151,564
1152,337
1153,221
1154,308
1155,659
1156,121
1157,342
1158,213
1159,311
1160,107
1161,213
1162,126
1163,182
1164,263
1165,220
1166,311
1167,147
1168,288
1169,332
1170,569
1171,242
1172,249
1173,443
1174,395
1175,224
1176,192
1177,495
1178,550
1179,363
1180,272
1181,211
1182,233
1183,564
1184,264
1185,497
1186,437
1187,239
1188,383
1189,556
1190,312
1191,324
1192,399
1193,527
1194,107
1195,107
1196,362
1197,285
1198,253
1199,240
1200,707
1201,211
1202,286
1203,135
1204,216
1205,265
1206,213
1207,885
1208,151
1209,471
1210,361
1211,175
1212,453
1213,252
1214,428
1215,403
1216,107
1217,331
1218,428
1219,156
1220,412
1221,293
1222,275
1223,494
1224,421
1225,432
1226,638
1227,345
1228,344
1229,166
1230,620
1231,334
1232,332
1233,694
1234,247
1235,107
1236,170
1237,210
1238,544
1239,343
1240,388
1241,188
1242,377
1243,439
1244,844
1245,287
1246,287
1247,255
1248,442
1249,136
1250,243
1251,138
1252,638
1253,235
1254,575
1255,440
1256,151
1257,107
1258,251
1259,514
1260,234
1261,298
1262,140
1263,413
1264,347
1265,482
1266,223
1267,324
1268,351
1269,239
1270,305
1271,277
1272,786
1273,163
1274,462
1275,219
1276,107
1277,808
1278,494
1279,488
1280,262
1281,314
1282,313
1283,334
1284,326
1285,369
1286,239
1287,291
1288,164
1289,244
1290,107
1291,309
1292,136
1293,613
1294,171
1295,179
1296,574
1297,256
1298,247
1299,268
1300,306
1301,218
1302,468
1303,801
1304,287
1305,1013
1306,310
1307,289
1308,200
1309,457
1310,187
1311,211
1312,334
1313,844
1314,237
1315,107
1316,181
1317,671
1318,527
1319,266
1320,161
1321,375
1322,288
1323,202
1324,107
1325,540
1326,243
1327,213
1328,480
1329,336
1330,298
1331,251
1332,231
1333,234
1334,136
1335,278
1336,151
1337,443
1338,237
1339,232
1340,300
1341,144
1342,237
1343,371
1344,346
1345,215
1346,166
1347,765
1348,370
1349,121
1350,257
1351,240
1352,155
1353,344
1354,282
1355,365
1356,497
1357,383
1358,295
1359,153
1360,107
1361,184
1362,348
1363,367
1364,200
1365,343
1366,177
1367,107
1368,225
1369,533
1370,327
1371,451
1372,218
1373,229
1374,401
1375,264
1376,1008
1377,537
1378,440
1379,107
1380,107
1381,656
1382,270
1383,236
1384,107
1385,845
1386,336
1387,209
1388,202
1389,543
1390,747
1391,303
1392,928
1393,321
1394,269
1395,261
1396,285
1397,170
1398,1157
1399,457
1400,319
1401,317
1402,891
1403,606
1404,370
1405,429
1406,1959
1407,605
1408,191
1409,367
1410,319
1411,200
1412,107
1413,420
1414,107
1415,247
1416,320
1417,543
1418,145
1419,390
1420,267
1421,202
1422,312
1423,279
1424,107
1425,345
1426,533
1427,282
1428,664
1429,234
1430,195
1431,1140
1432,380
1433,526
1434,287
1435,323
1436,188
1437,602
1438,682
1439,219
1440,269
1441,254
1442,221
1443,204
1444,245
1445,675
1446,189
1447,401
1448,258
1449,600
1450,696
1451,199
1452,740
1453,166
1454,368
1455,478
1456,434
1457,592
1458,261
1459,474
1460,204
1461,414
1462,223
1463,254
1464,311
1465,406
1466,333
1467,421
1468,230
1469,134
1470,162
1471,245
1472,272
1473,263
1474,339
1475,354
1476,240
1477,445
1478,190
1479,750
1480,187
1481,350
1482,279
1483,333
1484,230
1485,579
1486,300
1487,306
1488,256
1489,469
1490,640
1491,142
1492,423
1493,205
1494,293
1495,158
1496,379
1497,463
1498,243
1499,245
1500,156
1501,274
1502,339
1503,487
1504,259
1505,306
1506,621
1507,137
1508,156
1509,240
1510,107
1511,364
1512,493
1513,237
1514,248
1515,656
1516,223
1517,310
1518,373
1519,519
1520,243
1521,528
1522,159
1523,330
1524,209
1525,373
1526,211
1527,343
1528,1336
1529,317
1530,257
1531,460
1532,107
1533,164
1534,391
1535,248
1536,227
1537,214
1538,244
1539,397
1540,153
1541,202
1542,484
1543,300
1544,701
1545,585
1546,161
1547,1207
1548,358
1549,308
1550,246
1551,107
1552,184
1553,355
1554,295
1555,205
1556,354
1557,776
1558,281
1559,268
1560,284
1561,300
1562,490
1563,254
1564,127
1565,181
1566,240
1567,339
1568,524
1569,336
1570,395
1571,278
1572,329
1573,187
1574,145
1575,284
1576,376
1577,290
1578,228
1579,536
1580,356
1581,188
1582,237
1583,210
1584,516
1585,333
1586,107
1587,227
1588,164
1589,595
1590,255
1591,228
1592,507
1593,218
1594,227
1595,146
1596,126
1597,112
1598,342
1599,565
1600,483
1601,355
1602,662
1603,473
1604,725
1605,685
1606,563
1607,333
1608,1586
1609,192
1610,693
1611,266
1612,304
1613,525
1614,540
1615,529
1616,567
1617,319
1618,268
1619,675
1620,203
1621,362
1622,107
1623,253
1624,851
1625,334
1626,205
1627,191
1628,477
1629,382
1630,1045
1631,550
1632,213
1633,107
1634,334
1635,180
1636,263
1637,276
1638,366
1639,427
1640,364
1641,311
1642,423
1643,258
1644,268
1645,589
1646,107
1647,378
1648,371
1649,227
1650,107
1651,107
1652,452
1653,588
1654,239
1655,311
1656,431
1657,306
1658,163
1659,658
1660,954
1661,449
1662,267
1663,359
1664,223
1665,209
1666,253
1667,852
1668,233
1669,239
1670,218
1671,116
1672,328
1673,145
1674,418
1675,695
1676,254
1677,397
1678,126
1679,251
1680,238
1681,250
1682,253
1683,320
1684,446
1685,194
1686,246
1687,327
1688,211
1689,191
1690,219
1691,450
1692,398
1693,449
1694,299
1695,189
1696,615
1697,489
1698,807
1699,107
1700,985
1701,416
1702,406
1703,321
1704,227
1705,380
1706,455
1707,351
1708,459
1709,265
1710,204
1711,436
1712,107
1713,278
1714,162
1715,117
1716,320
1717,262
1718,248
1719,107
1720,548
1721,714
1722,317
1723,131
1724,244
1725,514
1726,339
1727,321
1728,240
1729,455
1730,246
1731,489
1732,1048
1733,252
1734,650
1735,346
1736,394
1737,471
1738,125
1739,776
1740,335
1741,223
1742,107
1743,337
1744,351
1745,107
1746,307
1747,299
1748,107
1749,499
1750,351
1751,149
1752,107
1753,204
1754,1022
1755,328
1756,278
1757,1147
1758,483
1759,316
1760,260
1761,355
1762,438
1763,280
1764,527
1765,274
1766,771
1767,580
1768,550
1769,425
1770,179
1771,403
1772,736
1773,142
1774,279
1775,436
1776,246
1777,107
1778,226
1779,228
1780,1159
1781,576
1782,248
1783,313
1784,238
1785,279
1786,576
1787,197
1788,344
1789,253
1790,179
1791,268
1792,299
1793,107
1794,263
1795,225
1796,212
1797,627
1798,165
1799,1059
1800,484
1801,485
1802,769
1803,576
1804,220
1805,399
1806,239
1807,180
1808,217
1809,334
1810,145
1811,219
1812,132
1813,314
1814,315
1815,398
1816,133
1817,333
1818,528
1819,429
1820,107
1821,337
1822,216
1823,354
1824,1519
1825,243
1826,243
1827,537
1828,217
1829,475
1830,117
1831,259
1832,295
1833,224
1834,137
1835,188
1836,600
1837,485
1838,320
1839,242
1840,314
1841,574
1842,353
1843,147
1844,302
1845,378
1846,598
1847,315
1848,280
1849,881
1850,107
1851,780
1852,436
1853,460
1854,1078
1855,158
1856,257
1857,326
1858,385
1859,296
1860,185
1861,425
1862,277
1863,375
1864,308
1865,108
1866,298
1867,439
1868,256
1869,111
1870,107
1871,273
1872,361
1873,543
1874,249
1875,134
1876,328
1877,247
1878,499
1879,280
1880,363
1881,200
1882,270
1883,370
1884,235
1885,414
1886,471
1887,174
1888,211
1889,377
1890,251
1891,332
1892,542
1893,253
1894,300
1895,191
1896,124
1897,569
1898,210
1899,260
1900,461
1901,242
1902,480
1903,226
1904,333
1905,539
1906,156
1907,647
1908,627
1909,275
1910,209
1911,698
1912,189
1913,520
1914,560
1915,429
1916,427
1917,458
1918,306
1919,245
1920,680
1921,859
1922,1013
1923,152
1924,533
1925,576
1926,190
1927,519
1928,237
1929,309
1930,527
1931,248
1932,186
1933,107
1934,468
1935,307
1936,157
1937,107
1938,503
1939,237
1940,138
1941,558
1942,292
1943,305
1944,280
1945,939
1946,649
1947,356
1948,413
1949,543
1950,239
1951,418
1952,327
1953,446
1954,186
1955,142
1956,614
1957,277
1958,176
1959,162
1960,146
1961,629
1962,277
1963,107
1964,213
1965,248
1966,224
1967,591
1968,217
1969,134
1970,420
1971,333
1972,489
1973,107
1974,355
1975,673
1976,1250
1977,295
1978,230
1979,384
1980,351
1981,224
1982,423
1983,175
1984,303
1985,573
1986,189
1987,180
1988,456
1989,255
1990,191
1991,182
1992,467
1993,307
1994,375
1995,234
1996,344
1997,320
1998,367
1999,200
2000,291
2001,291
2002,860
2003,530
2004,433
2005,225
2006,426
2007,188
2008,260
2009,182
2010,737
2011,273
2012,160
2013,304
2014,233
2015,314
2016,285
2017,240
2018,359
2019,633
2020,306
2021,197
2022,774
2023,698
2024,917
2025,280
2026,351
2027,229
2028,424
2029,246
2030,354
2031,338
2032,547
2033,303
2034,207
2035,257
2036,107
2037,146
2038,245
2039,203
2040,171
2041,107
2042,292
2043,367
2044,431
2045,258
2046,332
2047,199
2048,215
2049,368
2050,233
2051,304
2052,219
2053,164
2054,417
2055,169
2056,200
2057,323
2058,453
2059,691
2060,272
2061,220
2062,412
2063,325
2064,234
2065,390
2066,300
2067,221
2068,277
2069,228
2070,410
2071,175
2072,447
2073,387
2074,336
2075,545
2076,127
2077,107
2078,196
2079,301
2080,209
2081,340
2082,216
2083,154
2084,276
2085,341
2086,541
2087,339
2088,126
2089,375
2090,277
2091,448
2092,385
2093,426
2094,206
2095,476
2096,232
2097,678
2098,399
2099,452
2100,282
2101,150
2102,208
2103,373
2104,461
2105,750
2106,333
2107,521
2108,159
2109,464
2110,208
2111,211
2112,107
2113,162
2114,632
2115,712
2116,400
2117,188
2118,229
2119,336
2120,369
2121,298
2122,263
2123,274
2124,460
2125,281
2126,363
2127,296
2128,255
2129,241
2130,496
2131,107
2132,711
2133,365
2134,388
2135,242
2136,214
2137,192
2138,540
2139,470
2140,326
2141,226
2142,440
2143,320
2144,181
2145,218
2146,271
2147,212
